CustomerID,LastPurchaseDate,RecencyDays,Churn
12626,25-11-2020,35,0
12627,19-12-2020,11,0
12628,19-09-2020,102,1
12629,27-12-2020,3,0
12630,04-12-2020,26,0
12631,15-10-2020,76,0
12632,19-11-2020,41,0
12633,15-12-2020,15,0
12634,17-11-2020,43,0
12635,23-12-2020,7,0
12636,20-11-2020,40,0
12637,26-12-2020,4,0
12638,16-12-2020,14,0
12639,21-12-2020,9,0
12640,17-11-2020,43,0
12641,18-12-2020,12,0
12642,28-12-2020,2,0
12643,29-12-2020,1,0
12644,03-12-2020,27,0
12645,26-12-2020,4,0
12646,26-12-2020,4,0
12647,22-10-2020,69,0
12648,02-12-2020,28,0
12649,28-10-2020,63,0
12650,03-11-2020,57,0
12651,17-12-2020,13,0
12652,27-12-2020,3,0
12653,18-11-2020,42,0
12654,14-12-2020,16,0
12655,13-12-2020,17,0
12656,21-12-2020,9,0
12657,22-12-2020,8,0
12658,19-11-2020,41,0
12659,28-12-2020,2,0
12660,01-11-2020,59,0
12661,14-12-2020,16,0
12662,10-12-2020,20,0
12663,04-11-2020,56,0
12664,27-12-2020,3,0
12665,23-12-2020,7,0
12666,06-12-2020,24,0
12667,18-12-2020,12,0
12668,28-12-2020,2,0
12669,26-12-2020,4,0
12670,30-12-2020,0,0
12671,10-12-2020,20,0
12672,02-11-2020,58,0
12673,27-12-2020,3,0
12674,30-12-2020,0,0
12675,26-12-2020,4,0
12676,26-12-2020,4,0
12677,20-12-2020,10,0
12678,18-12-2020,12,0
12679,03-12-2020,27,0
12680,26-12-2020,4,0
12681,30-12-2020,0,0
12682,17-12-2020,13,0
12683,30-11-2020,30,0
12684,31-10-2020,60,0
12685,09-12-2020,21,0
12686,14-11-2020,46,0
12687,02-12-2020,28,0
12688,12-11-2020,48,0
12689,22-12-2020,8,0
12690,05-12-2020,25,0
12691,26-12-2020,4,0
12692,14-12-2020,16,0
12693,15-12-2020,15,0
12694,12-12-2020,18,0
12695,20-12-2020,10,0
12696,28-12-2020,2,0
12697,24-12-2020,6,0
12698,17-11-2020,43,0
12699,24-12-2020,6,0
12700,25-12-2020,5,0
12701,22-12-2020,8,0
12702,25-12-2020,5,0
12703,28-12-2020,2,0
12704,11-12-2020,19,0
12705,06-12-2020,24,0
12706,21-12-2020,9,0
12707,07-12-2020,23,0
12708,29-12-2020,1,0
12709,25-12-2020,5,0
12710,22-09-2020,99,1
12711,10-09-2020,111,1
12712,22-12-2020,8,0
12713,24-10-2020,67,0
12714,14-12-2020,16,0
12715,08-12-2020,22,0
12716,23-12-2020,7,0
12717,11-11-2020,49,0
12718,05-12-2020,25,0
12719,26-12-2020,4,0
12720,19-11-2020,41,0
12721,19-12-2020,11,0
12722,14-12-2020,16,0
12723,26-12-2020,4,0
12724,21-09-2020,100,1
12725,19-11-2020,41,0
12726,17-12-2020,13,0
12727,13-12-2020,17,0
12728,28-12-2020,2,0
12729,23-12-2020,7,0
12730,11-11-2020,49,0
12731,14-12-2020,16,0
12732,21-12-2020,9,0
12733,16-12-2020,14,0
12734,29-12-2020,1,0
12735,27-12-2020,3,0
12736,29-12-2020,1,0
12737,13-10-2020,78,0
12738,22-12-2020,8,0
12739,29-12-2020,1,0
12740,27-12-2020,3,0
12741,26-12-2020,4,0
12742,10-11-2020,50,0
12743,12-12-2020,18,0
12744,10-11-2020,50,0
12745,09-12-2020,21,0
12746,30-10-2020,61,0
12747,08-11-2020,52,0
12748,30-12-2020,0,0
12749,24-12-2020,6,0
12750,27-12-2020,3,0
12751,19-12-2020,11,0
12752,12-12-2020,18,0
12753,20-12-2020,10,0
12754,17-12-2020,13,0
12755,14-09-2020,107,1
12756,15-12-2020,15,0
12757,10-12-2020,20,0
12758,23-12-2020,7,0
12759,27-12-2020,3,0
12760,22-12-2020,8,0
12761,28-12-2020,2,0
12762,31-10-2020,60,0
12763,16-12-2020,14,0
12764,20-12-2020,10,0
12765,20-12-2020,10,0
12766,27-12-2020,3,0
12767,13-12-2020,17,0
12768,27-12-2020,3,0
12769,18-11-2020,42,0
12770,25-12-2020,5,0
12771,10-12-2020,20,0
12772,25-11-2020,35,0
12773,30-12-2020,0,0
12774,14-12-2020,16,0
12775,28-12-2020,2,0
12776,04-12-2020,26,0
12777,23-12-2020,7,0
12778,18-12-2020,12,0
12779,12-12-2020,18,0
12780,15-11-2020,45,0
12781,29-11-2020,31,0
12782,26-12-2020,4,0
12783,08-12-2020,22,0
12784,24-12-2020,6,0
12785,16-12-2020,14,0
12786,24-12-2020,6,0
12787,10-12-2020,20,0
12788,29-10-2020,62,0
12789,27-12-2020,3,0
12790,01-09-2020,120,1
12791,20-11-2020,40,0
12792,29-12-2020,1,0
12793,30-12-2020,0,0
12794,21-12-2020,9,0
12795,14-12-2020,16,0
12796,11-12-2020,19,0
12797,20-12-2020,10,0
12798,19-10-2020,72,0
12799,22-12-2020,8,0
12800,26-12-2020,4,0
12801,11-12-2020,19,0
12802,19-12-2020,11,0
12803,26-12-2020,4,0
12804,15-12-2020,15,0
12805,20-12-2020,10,0
12806,29-12-2020,1,0
12807,24-09-2020,97,1
12808,03-12-2020,27,0
12809,14-11-2020,46,0
12810,13-12-2020,17,0
12811,16-12-2020,14,0
12812,17-12-2020,13,0
12813,09-12-2020,21,0
12814,08-12-2020,22,0
12815,24-12-2020,6,0
12816,30-12-2020,0,0
12817,29-12-2020,1,0
12818,22-12-2020,8,0
12819,07-11-2020,53,0
12820,12-12-2020,18,0
12821,20-10-2020,71,0
12822,16-12-2020,14,0
12823,20-12-2020,10,0
12824,01-12-2020,29,0
12825,28-12-2020,2,0
12826,20-12-2020,10,0
12827,28-12-2020,2,0
12828,03-12-2020,27,0
12829,26-12-2020,4,0
12830,05-12-2020,25,0
12831,11-12-2020,19,0
12832,02-12-2020,28,0
12833,07-12-2020,23,0
12834,03-11-2020,57,0
12835,04-12-2020,26,0
12836,13-12-2020,17,0
12837,29-11-2020,31,0
12838,27-12-2020,3,0
12839,17-12-2020,13,0
12840,21-11-2020,39,0
12841,19-12-2020,11,0
12842,08-12-2020,22,0
12843,03-12-2020,27,0
12844,25-11-2020,35,0
12845,02-12-2020,28,0
12846,28-12-2020,2,0
12847,19-12-2020,11,0
12848,29-12-2020,1,0
12849,29-12-2020,1,0
12850,20-12-2020,10,0
12851,16-12-2020,14,0
12852,29-11-2020,31,0
12853,03-12-2020,27,0
12854,27-12-2020,3,0
12855,24-12-2020,6,0
12856,27-12-2020,3,0
12857,23-12-2020,7,0
12858,13-11-2020,47,0
12859,22-12-2020,8,0
12860,26-11-2020,34,0
12861,27-12-2020,3,0
12862,30-12-2020,0,0
12863,10-12-2020,20,0
12864,18-12-2020,12,0
12865,28-12-2020,2,0
12866,03-12-2020,27,0
12867,08-12-2020,22,0
12868,03-12-2020,27,0
12869,25-11-2020,35,0
12870,01-12-2020,29,0
12871,30-12-2020,0,0
12872,29-12-2020,1,0
12873,27-12-2020,3,0
12874,14-12-2020,16,0
12875,11-11-2020,49,0
12876,13-12-2020,17,0
12877,19-11-2020,41,0
12878,15-11-2020,45,0
12879,28-12-2020,2,0
12880,08-12-2020,22,0
12881,30-11-2020,30,0
12882,16-10-2020,75,0
12883,28-11-2020,32,0
12884,01-11-2020,59,0
12885,11-11-2020,49,0
12886,20-10-2020,71,0
12887,05-12-2020,25,0
12888,19-12-2020,11,0
12889,27-12-2020,3,0
12890,28-12-2020,2,0
12891,04-12-2020,26,0
12892,24-12-2020,6,0
12893,19-11-2020,41,0
12894,17-12-2020,13,0
12895,25-12-2020,5,0
12896,22-12-2020,8,0
12897,18-12-2020,12,0
12898,29-12-2020,1,0
12899,26-11-2020,34,0
12900,21-12-2020,9,0
12901,04-11-2020,56,0
12902,08-11-2020,52,0
12903,27-12-2020,3,0
12904,11-12-2020,19,0
12905,16-12-2020,14,0
12906,22-12-2020,8,0
12907,11-12-2020,19,0
12908,11-10-2020,80,0
12909,24-12-2020,6,0
12910,19-12-2020,11,0
12911,06-12-2020,24,0
12912,01-12-2020,29,0
12913,05-12-2020,25,0
12914,23-12-2020,7,0
12915,29-12-2020,1,0
12916,14-11-2020,46,0
12917,16-12-2020,14,0
12918,03-12-2020,27,0
12919,27-12-2020,3,0
12920,07-10-2020,84,0
12921,09-11-2020,51,0
12922,30-12-2020,0,0
12923,16-12-2020,14,0
12924,13-12-2020,17,0
12925,10-12-2020,20,0
12926,06-12-2020,24,0
12927,18-11-2020,42,0
12928,20-11-2020,40,0
12929,18-11-2020,42,0
12930,14-12-2020,16,0
12931,02-12-2020,28,0
12932,10-12-2020,20,0
12933,25-12-2020,5,0
12934,16-12-2020,14,0
12935,25-12-2020,5,0
12936,09-11-2020,51,0
12937,01-12-2020,29,0
12938,20-12-2020,10,0
12939,02-11-2020,58,0
12940,20-11-2020,40,0
12941,26-12-2020,4,0
12942,27-12-2020,3,0
12943,27-11-2020,33,0
12944,09-12-2020,21,0
12945,18-12-2020,12,0
12946,30-12-2020,0,0
12947,18-12-2020,12,0
12948,25-12-2020,5,0
12949,07-12-2020,23,0
12950,24-12-2020,6,0
12951,29-12-2020,1,0
12952,21-11-2020,39,0
12953,15-12-2020,15,0
12954,11-11-2020,49,0
12955,27-12-2020,3,0
12956,29-12-2020,1,0
12957,29-12-2020,1,0
12958,12-11-2020,48,0
12959,30-12-2020,0,0
12960,24-12-2020,6,0
12961,17-12-2020,13,0
12962,02-12-2020,28,0
12963,27-12-2020,3,0
12964,24-12-2020,6,0
12965,24-12-2020,6,0
12966,15-11-2020,45,0
12967,17-12-2020,13,0
12968,28-10-2020,63,0
12969,26-11-2020,34,0
12970,15-12-2020,15,0
12971,30-11-2020,30,0
12972,27-09-2020,94,1
12973,28-11-2020,32,0
12974,16-12-2020,14,0
12975,20-12-2020,10,0
12976,04-12-2020,26,0
12977,30-12-2020,0,0
12978,22-12-2020,8,0
12979,27-12-2020,3,0
12980,20-12-2020,10,0
12981,09-11-2020,51,0
12982,29-12-2020,1,0
12983,07-11-2020,53,0
12984,24-12-2020,6,0
12985,17-12-2020,13,0
12986,25-12-2020,5,0
12987,10-12-2020,20,0
12988,24-10-2020,67,0
12989,29-12-2020,1,0
12990,16-12-2020,14,0
12991,29-12-2020,1,0
12992,01-12-2020,29,0
12993,08-12-2020,22,0
12994,06-12-2020,24,0
12995,22-12-2020,8,0
12996,13-12-2020,17,0
12997,12-12-2020,18,0
12998,28-12-2020,2,0
12999,05-12-2020,25,0
13000,27-12-2020,3,0
13001,21-12-2020,9,0
13002,23-12-2020,7,0
13003,28-12-2020,2,0
13004,15-12-2020,15,0
13005,27-12-2020,3,0
13006,12-12-2020,18,0
13007,28-12-2020,2,0
13008,18-12-2020,12,0
13009,21-12-2020,9,0
13010,23-12-2020,7,0
13011,21-11-2020,39,0
13012,25-12-2020,5,0
13013,14-12-2020,16,0
13014,19-11-2020,41,0
13015,09-12-2020,21,0
13016,08-12-2020,22,0
13017,26-12-2020,4,0
13018,20-11-2020,40,0
13019,24-11-2020,36,0
13020,04-12-2020,26,0
13021,17-11-2020,43,0
13022,21-11-2020,39,0
13023,05-10-2020,86,0
13024,26-11-2020,34,0
13025,05-12-2020,25,0
13026,20-12-2020,10,0
13027,28-12-2020,2,0
13028,30-11-2020,30,0
13029,23-12-2020,7,0
13030,19-12-2020,11,0
13031,25-12-2020,5,0
13032,25-12-2020,5,0
13033,05-11-2020,55,0
13034,14-12-2020,16,0
13035,24-12-2020,6,0
13036,19-10-2020,72,0
13037,26-12-2020,4,0
13038,30-11-2020,30,0
13039,25-12-2020,5,0
13040,18-12-2020,12,0
13041,19-11-2020,41,0
13042,25-12-2020,5,0
13043,03-12-2020,27,0
13044,24-11-2020,36,0
13045,15-12-2020,15,0
13046,23-12-2020,7,0
13047,29-12-2020,1,0
13048,13-12-2020,17,0
13049,13-12-2020,17,0
13050,20-11-2020,40,0
13051,16-11-2020,44,0
13052,09-12-2020,21,0
13053,20-10-2020,71,0
13054,24-12-2020,6,0
13055,21-12-2020,9,0
13056,30-12-2020,0,0
13057,24-12-2020,6,0
13058,26-11-2020,34,0
13059,20-12-2020,10,0
13060,05-12-2020,25,0
13061,23-12-2020,7,0
13062,18-12-2020,12,0
13063,01-12-2020,29,0
13064,19-12-2020,11,0
13065,14-11-2020,46,0
13066,12-12-2020,18,0
13067,15-12-2020,15,0
13068,04-12-2020,26,0
13069,17-11-2020,43,0
13070,12-12-2020,18,0
13071,20-12-2020,10,0
13072,24-12-2020,6,0
13073,27-12-2020,3,0
13074,21-11-2020,39,0
13075,28-12-2020,2,0
13076,29-12-2020,1,0
13077,04-12-2020,26,0
13078,28-11-2020,32,0
13079,29-12-2020,1,0
13080,20-11-2020,40,0
13081,24-12-2020,6,0
13082,28-12-2020,2,0
13083,15-11-2020,45,0
13084,01-12-2020,29,0
13085,19-12-2020,11,0
13086,26-12-2020,4,0
13087,22-11-2020,38,0
13088,20-12-2020,10,0
13089,25-11-2020,35,0
13090,26-07-2020,157,1
13091,13-12-2020,17,0
13092,19-12-2020,11,0
13093,01-10-2020,90,0
13094,26-11-2020,34,0
13095,25-10-2020,66,0
13096,29-11-2020,31,0
13097,14-12-2020,16,0
13098,07-12-2020,23,0
13099,09-12-2020,21,0
13100,05-12-2020,25,0
13101,23-12-2020,7,0
13102,06-12-2020,24,0
13103,25-10-2020,66,0
13104,19-12-2020,11,0
13105,17-11-2020,43,0
13106,17-12-2020,13,0
13107,25-10-2020,66,0
13108,29-12-2020,1,0
13109,26-11-2020,34,0
13110,07-12-2020,23,0
13111,05-12-2020,25,0
13112,21-12-2020,9,0
13113,11-12-2020,19,0
13114,03-12-2020,27,0
13115,29-12-2020,1,0
13116,15-12-2020,15,0
13117,20-12-2020,10,0
13118,01-10-2020,90,0
13119,14-12-2020,16,0
13120,10-12-2020,20,0
13121,18-11-2020,42,0
13122,28-11-2020,32,0
13123,22-10-2020,69,0
13124,04-11-2020,56,0
13125,10-12-2020,20,0
13126,24-12-2020,6,0
13127,26-11-2020,34,0
13128,28-12-2020,2,0
13129,25-12-2020,5,0
13130,16-12-2020,14,0
13131,29-10-2020,62,0
13132,26-12-2020,4,0
13133,22-12-2020,8,0
13134,16-12-2020,14,0
13135,10-10-2020,81,0
13136,20-12-2020,10,0
13137,09-12-2020,21,0
13138,16-12-2020,14,0
13139,23-12-2020,7,0
13140,15-12-2020,15,0
13141,24-12-2020,6,0
13142,28-11-2020,32,0
13143,17-12-2020,13,0
13144,30-12-2020,0,0
13145,16-12-2020,14,0
13146,07-12-2020,23,0
13147,25-12-2020,5,0
13148,23-11-2020,37,0
13149,30-12-2020,0,0
13150,07-11-2020,53,0
13151,28-12-2020,2,0
13152,30-11-2020,30,0
13153,16-12-2020,14,0
13154,28-12-2020,2,0
13155,01-11-2020,59,0
13156,23-12-2020,7,0
13157,28-11-2020,32,0
13158,04-12-2020,26,0
13159,28-12-2020,2,0
13160,28-12-2020,2,0
13161,27-12-2020,3,0
13162,07-12-2020,23,0
13163,04-10-2020,87,0
13164,13-12-2020,17,0
13165,17-11-2020,43,0
13166,26-12-2020,4,0
13167,30-10-2020,61,0
13168,16-12-2020,14,0
13169,27-12-2020,3,0
13170,26-12-2020,4,0
13171,29-12-2020,1,0
13172,12-11-2020,48,0
13173,22-12-2020,8,0
13174,10-12-2020,20,0
13175,13-12-2020,17,0
13176,21-12-2020,9,0
13177,20-12-2020,10,0
13178,09-12-2020,21,0
13179,01-11-2020,59,0
13180,28-12-2020,2,0
13181,13-12-2020,17,0
13182,26-12-2020,4,0
13183,17-08-2020,135,1
13184,26-12-2020,4,0
13185,22-12-2020,8,0
13186,28-12-2020,2,0
13187,14-12-2020,16,0
13188,04-11-2020,56,0
13189,22-12-2020,8,0
13190,18-12-2020,12,0
13191,25-12-2020,5,0
13192,22-12-2020,8,0
13193,19-12-2020,11,0
13194,20-12-2020,10,0
13195,18-12-2020,12,0
13196,27-12-2020,3,0
13197,22-12-2020,8,0
13198,28-12-2020,2,0
13199,17-12-2020,13,0
13200,27-12-2020,3,0
13201,19-11-2020,41,0
13202,04-11-2020,56,0
13203,29-12-2020,1,0
13204,18-11-2020,42,0
13205,21-12-2020,9,0
13206,28-12-2020,2,0
13207,02-12-2020,28,0
13208,22-12-2020,8,0
13209,21-12-2020,9,0
13210,01-12-2020,29,0
13211,28-12-2020,2,0
13212,25-12-2020,5,0
13213,05-12-2020,25,0
13214,23-12-2020,7,0
13215,01-12-2020,29,0
13216,28-12-2020,2,0
13217,05-12-2020,25,0
13218,29-12-2020,1,0
13219,29-10-2020,62,0
13220,22-12-2020,8,0
13221,24-12-2020,6,0
13222,10-12-2020,20,0
13223,05-11-2020,55,0
13224,21-12-2020,9,0
13225,25-11-2020,35,0
13226,23-12-2020,7,0
13227,25-11-2020,35,0
13228,25-12-2020,5,0
13229,28-09-2020,93,1
13230,02-12-2020,28,0
13231,17-12-2020,13,0
13232,30-12-2020,0,0
13233,29-11-2020,31,0
13234,31-10-2020,60,0
13235,24-12-2020,6,0
13236,07-12-2020,23,0
13237,20-10-2020,71,0
13238,08-12-2020,22,0
13239,29-12-2020,1,0
13240,23-12-2020,7,0
13241,30-12-2020,0,0
13242,30-12-2020,0,0
13243,21-11-2020,39,0
13244,20-12-2020,10,0
13245,26-12-2020,4,0
13246,15-10-2020,76,0
13247,10-12-2020,20,0
13248,27-12-2020,3,0
13249,26-12-2020,4,0
13250,17-12-2020,13,0
13251,19-11-2020,41,0
13252,26-11-2020,34,0
13253,14-12-2020,16,0
13254,09-12-2020,21,0
13255,01-08-2020,151,1
13256,20-12-2020,10,0
13257,30-12-2020,0,0
13258,25-11-2020,35,0
13259,12-12-2020,18,0
13260,17-12-2020,13,0
13261,30-11-2020,30,0
13262,12-12-2020,18,0
13263,13-10-2020,78,0
13264,05-12-2020,25,0
13265,21-10-2020,70,0
13266,07-11-2020,53,0
13267,06-11-2020,54,0
13268,18-11-2020,42,0
13269,23-11-2020,37,0
13270,20-11-2020,40,0
13271,27-11-2020,33,0
13272,30-12-2020,0,0
13273,15-12-2020,15,0
13274,22-11-2020,38,0
13275,19-11-2020,41,0
13276,18-11-2020,42,0
13277,15-12-2020,15,0
13278,27-12-2020,3,0
13279,01-09-2020,120,1
13280,29-12-2020,1,0
13281,27-11-2020,33,0
13282,11-12-2020,19,0
13283,29-12-2020,1,0
13284,27-12-2020,3,0
13285,26-12-2020,4,0
13286,31-10-2020,60,0
13287,30-12-2020,0,0
13288,10-12-2020,20,0
13289,08-11-2020,52,0
13290,25-11-2020,35,0
13291,27-09-2020,94,1
13292,27-12-2020,3,0
13293,04-11-2020,56,0
13294,30-11-2020,30,0
13295,27-12-2020,3,0
13296,28-10-2020,63,0
13297,06-12-2020,24,0
13298,29-12-2020,1,0
13299,25-12-2020,5,0
13300,01-12-2020,29,0
13301,19-12-2020,11,0
13302,09-12-2020,21,0
13303,27-12-2020,3,0
13304,10-12-2020,20,0
13305,11-12-2020,19,0
13306,30-12-2020,0,0
13307,26-12-2020,4,0
13308,18-12-2020,12,0
13309,24-12-2020,6,0
13310,21-11-2020,39,0
13311,21-12-2020,9,0
13312,20-12-2020,10,0
13313,24-11-2020,36,0
13314,10-12-2020,20,0
13315,29-12-2020,1,0
13316,02-12-2020,28,0
13317,20-12-2020,10,0
13318,08-12-2020,22,0
13319,12-12-2020,18,0
13320,30-12-2020,0,0
13321,22-12-2020,8,0
13322,27-11-2020,33,0
13323,30-12-2020,0,0
13324,29-12-2020,1,0
13325,06-12-2020,24,0
13326,28-12-2020,2,0
13327,08-12-2020,22,0
13328,30-12-2020,0,0
13329,27-12-2020,3,0
13330,29-12-2020,1,0
13331,26-12-2020,4,0
13332,22-11-2020,38,0
13333,19-12-2020,11,0
13334,16-12-2020,14,0
13335,17-12-2020,13,0
13336,12-12-2020,18,0
13337,02-11-2020,58,0
13338,19-12-2020,11,0
13339,26-11-2020,34,0
13340,30-12-2020,0,0
