CustomerID,Recency,Frequency,Monetary,Cluster
12435,13,34,3733.37,1
12436,33,18,1414.95,2
12437,0,28,2622.83,0
12438,5,38,3518.89,1
12439,77,30,3170.82,3
12440,8,31,2366.5099999999998,0
12441,1,31,3132.6,0
12442,47,28,3181.74,0
12443,50,33,3057.91,0
12444,28,29,2864.29,0
12445,34,30,2621.49,0
12446,14,27,2845.25,0
12447,63,37,3621.44,1
12448,7,33,3051.99,0
12449,5,35,3305.0,1
12450,47,20,1673.26,2
12451,13,33,3173.59,0
12452,45,36,4188.59,1
12453,12,39,3474.55,1
12454,43,26,1760.74,2
12455,14,35,4082.85,1
12456,21,20,1747.84,2
12457,2,42,3619.95,1
12458,21,36,3621.76,1
12459,1,39,3532.83,1
12460,0,32,3054.78,0
12461,8,31,3140.66,0
12462,82,26,2476.55,3
12463,21,29,2765.0,0
12464,33,30,3183.87,0
12465,6,29,2416.89,0
12466,38,29,3443.46,0
12467,24,27,2490.82,2
12468,32,31,2770.02,0
12469,54,25,2416.28,3
12470,25,29,2575.2599999999998,0
12471,5,26,2177.65,2
12472,31,23,1480.4,2
12473,17,27,2557.13,2
12474,40,27,2894.4500000000003,0
12475,2,25,2877.9,0
12476,32,39,4204.43,1
12477,22,29,3387.39,0
12478,20,28,2875.92,0
12479,28,28,2542.71,0
12480,3,27,2815.72,0
12481,15,26,3475.98,0
12482,3,36,3510.06,1
12483,8,33,3128.71,0
12484,100,31,3408.2999999999997,3
12485,28,40,3418.93,1
12486,1,23,1631.98,2
12487,0,32,2554.4500000000003,0
12488,5,26,2993.48,0
12489,26,27,2308.35,2
12490,9,37,3210.34,1
12491,9,22,1838.0700000000002,2
12492,6,28,2910.38,0
12493,5,33,3176.54,0
12494,54,31,2540.2200000000003,3
12495,1,31,2893.58,0
12496,11,34,3400.5299999999997,1
12497,20,42,4398.89,1
12498,20,30,2602.27,0
12499,7,23,3233.58,0
12500,9,26,2320.36,2
12501,2,33,3840.4300000000003,1
12502,15,35,3768.7599999999998,1
12503,44,30,2769.25,0
12504,53,29,3625.27,3
12505,10,24,2224.27,2
12506,53,33,3564.28,1
12507,3,37,4364.7,1
12508,1,27,1969.23,2
12509,0,35,3445.04,1
12510,7,35,2227.5499999999997,0
12511,51,33,3423.76,1
12512,2,27,2291.7200000000003,2
12513,37,32,2880.62,0
12514,8,36,3221.46,1
12515,3,26,2237.69,2
12516,1,36,3786.44,1
12517,8,32,2889.18,0
12518,52,33,3010.57,3
12519,0,22,2168.68,2
12520,65,24,2398.83,3
12521,28,24,1746.81,2
12522,30,32,3193.5299999999997,0
12523,52,19,1915.05,2
12524,2,29,2695.24,0
12525,28,24,1512.12,2
12526,10,21,1451.39,2
12527,19,26,2551.35,2
12528,23,21,1973.32,2
12529,0,29,3000.62,0
12530,45,38,3590.71,1
12531,83,19,1401.67,3
12532,22,22,2239.85,2
12533,30,36,3771.2200000000003,1
12534,79,32,3597.69,3
12535,4,31,2375.96,0
12536,17,33,3359.93,0
12537,28,22,2219.21,2
12538,33,26,3169.39,0
12539,43,29,2479.89,3
12540,40,35,3067.94,0
12541,30,34,2787.54,0
12542,14,33,2579.81,0
12543,3,26,2970.87,0
12544,39,22,2188.44,2
12545,11,26,2841.12,0
12546,8,32,2433.17,0
12547,47,29,3335.81,0
12548,43,33,3369.89,1
12549,33,25,2754.68,2
12550,16,29,2914.93,0
12551,14,21,1793.52,2
12552,29,37,4331.88,1
12553,130,23,2298.5099999999998,3
12554,19,37,3150.64,1
12555,6,33,3227.17,0
12556,23,27,2316.79,2
12557,16,28,2689.33,0
12558,5,38,2754.7200000000003,0
12559,53,28,2762.2400000000002,3
12560,56,30,3189.29,3
12561,3,37,3947.21,1
12562,1,36,3405.91,1
12563,13,32,3147.49,0
12564,16,47,3771.0499999999997,1
12565,39,51,3497.92,1
12566,144,21,2548.65,3
12567,3,30,2852.76,0
12568,20,32,2945.68,0
12569,6,30,2131.39,2
12570,22,30,2449.65,0
12571,1,31,2922.09,0
12572,18,33,3876.5299999999997,1
12573,1,31,3509.88,0
12574,10,16,1163.07,2
12575,2,32,3330.12,0
12576,20,32,2969.31,0
12577,13,32,2496.03,0
12578,18,31,3317.52,0
12579,24,32,2640.2,0
12580,161,24,2095.37,3
12581,19,25,2073.01,2
12582,17,26,2312.93,2
12583,2,34,3154.78,0
12584,0,42,3722.7799999999997,1
12585,30,32,2638.34,0
12586,53,35,3588.81,1
12587,10,36,2758.75,0
12588,17,31,2685.21,0
12589,0,21,2152.77,2
12590,21,40,3773.55,1
12591,44,33,3800.87,1
12592,6,32,2049.1,0
12593,12,25,3037.28,0
12594,1,35,3486.53,1
12595,17,31,2798.85,0
12596,23,34,3186.32,0
12597,57,19,2003.7700000000002,3
12598,34,37,4416.35,1
12599,1,21,1977.77,2
12600,0,24,1874.67,2
12601,59,28,2734.21,3
12602,20,28,2477.65,0
12603,21,43,4112.34,1
12604,25,24,2615.37,2
12605,3,35,2811.59,0
12606,9,30,2878.53,0
12607,7,40,3420.98,1
12608,37,25,2036.1100000000001,2
12609,12,26,2912.59,0
12610,16,35,2338.15,0
12611,8,38,2816.9900000000002,0
12612,30,33,2559.92,0
12613,4,43,4694.58,1
12614,11,27,2642.48,0
12615,2,31,2610.7799999999997,0
12616,66,31,2769.44,3
12617,48,31,2942.55,0
12618,7,46,4177.39,1
12619,4,19,1816.05,2
12620,57,39,2877.86,1
12621,50,26,1757.35,3
12622,14,38,3401.62,1
12623,17,30,2334.89,0
12624,20,27,2427.75,2
12625,26,31,2966.04,0
12626,35,36,4577.39,1
12627,11,28,2890.54,0
12628,102,30,3648.88,3
12629,3,25,2667.54,2
12630,26,23,2480.29,2
12631,76,30,2123.3,3
12632,41,31,2923.67,0
12633,15,29,3572.57,0
12634,43,36,3104.16,1
12635,7,24,2700.43,2
12636,40,25,1958.15,2
12637,4,28,2679.89,0
12638,14,28,2759.48,0
12639,9,35,3281.69,1
12640,43,23,2223.18,2
12641,12,31,2716.44,0
12642,2,29,3316.7200000000003,0
12643,1,27,2680.94,0
12644,27,18,1374.82,2
12645,4,32,2803.6,0
12646,4,30,2737.96,0
12647,69,19,2018.91,3
12648,28,29,2191.1,2
12649,63,29,3392.68,3
12650,57,25,2250.4900000000002,3
12651,13,34,3631.6800000000003,1
12652,3,23,2214.64,2
12653,42,23,2058.52,2
12654,16,29,3431.26,0
12655,17,25,2659.6800000000003,2
12656,9,34,3036.33,0
12657,8,31,3020.33,0
12658,41,26,2368.15,2
12659,2,40,2767.2599999999998,1
12660,59,29,2706.41,3
12661,16,25,2861.39,0
12662,20,34,2923.09,0
12663,56,22,1364.08,2
12664,3,32,3599.52,1
12665,7,36,3985.27,1
12666,24,25,1976.43,2
12667,12,37,4720.13,1
12668,2,23,1532.19,2
12669,4,32,3009.05,0
12670,0,21,1646.2,2
12671,20,38,3837.68,1
12672,58,29,3632.0299999999997,3
12673,3,39,3622.82,1
12674,0,26,2398.49,2
12675,4,40,3663.83,1
12676,4,27,2818.44,0
12677,10,33,2801.2999999999997,0
12678,12,33,3189.14,0
12679,27,35,3393.22,1
12680,4,30,3110.18,0
12681,0,39,4453.46,1
12682,13,33,2935.18,0
12683,30,31,3341.5099999999998,0
12684,60,32,2958.73,3
12685,21,28,2558.51,0
12686,46,30,3836.65,1
12687,28,28,3405.26,0
12688,48,41,4280.61,1
12689,8,24,2653.48,2
12690,25,30,2294.19,0
12691,4,33,3890.42,1
12692,16,37,2946.5499999999997,1
12693,15,28,3298.85,0
12694,18,22,2131.55,2
12695,10,32,3208.14,0
12696,2,31,3045.51,0
12697,6,32,2945.68,0
12698,43,33,3493.78,1
12699,6,35,3278.2599999999998,1
12700,5,39,3315.53,1
12701,8,36,3915.31,1
12702,5,28,2457.95,0
12703,2,37,3675.44,1
12704,19,34,3658.59,1
12705,24,27,2578.34,2
12706,9,37,3886.55,1
12707,23,36,3296.66,1
12708,1,27,2741.5,0
12709,5,34,3099.38,0
12710,99,25,2121.68,3
12711,111,22,2167.23,3
12712,8,22,2252.9700000000003,2
12713,67,24,2471.16,3
12714,16,25,2240.2799999999997,2
12715,22,32,2925.27,0
12716,7,33,3313.83,0
12717,49,32,2666.62,3
12718,25,31,2651.29,0
12719,4,36,3828.31,1
12720,41,33,3558.34,1
12721,11,27,2503.54,2
12722,16,35,2943.4900000000002,0
12723,4,29,2680.0,0
12724,100,24,1767.5,3
12725,41,34,2847.96,0
12726,13,33,2907.1,0
12727,17,31,3025.59,0
12728,2,34,3298.6800000000003,0
12729,7,37,3443.94,1
12730,49,31,3184.14,0
12731,16,35,2489.35,0
12732,9,31,3088.97,0
12733,14,30,3222.5,0
12734,1,30,3232.25,0
12735,3,35,2957.35,0
12736,1,24,1594.21,2
12737,78,34,3116.95,3
12738,8,25,2357.05,2
12739,1,33,3989.23,1
12740,3,26,2717.11,0
12741,4,38,3983.85,1
12742,50,32,3589.48,1
12743,18,31,2192.2,0
12744,50,27,2650.69,3
12745,21,27,3459.72,0
12746,61,21,2461.38,3
12747,52,31,2423.51,3
12748,0,24,2929.6,0
12749,6,21,2179.21,2
12750,3,28,2898.89,0
12751,11,23,2379.33,2
12752,18,35,2675.9,0
12753,10,38,3124.08,1
12754,13,33,3209.75,0
12755,107,26,2866.71,3
12756,15,31,2432.26,0
12757,20,28,2246.63,2
12758,7,20,2178.64,2
12759,3,28,3196.45,0
12760,8,31,2769.88,0
12761,2,35,2779.15,0
12762,60,19,1664.82,3
12763,14,28,2715.46,0
12764,10,34,3464.81,1
12765,10,20,2261.22,2
12766,3,31,2873.84,0
12767,17,23,2106.67,2
12768,3,21,1462.42,2
12769,42,27,2402.06,2
12770,5,35,4024.2400000000002,1
12771,20,36,3268.23,1
12772,35,23,2361.4700000000003,2
12773,0,21,1663.28,2
12774,16,26,2171.2,2
12775,2,37,3568.09,1
12776,26,29,3771.63,0
12777,7,32,2664.83,0
12778,12,29,2420.9,0
12779,18,34,3353.48,1
12780,45,35,3556.79,1
12781,31,23,2416.65,2
12782,4,30,3036.6,0
12783,22,40,3696.63,1
12784,6,38,2939.8,1
12785,14,28,3073.41,0
12786,6,26,2858.34,0
12787,20,24,2006.87,2
12788,62,20,1884.49,3
12789,3,39,3867.96,1
12790,120,26,2746.26,3
12791,40,27,2437.63,2
12792,1,32,3117.3,0
12793,0,36,3301.65,1
12794,9,28,3118.24,0
12795,16,31,3378.94,0
12796,19,33,2648.7200000000003,0
12797,10,33,2742.87,0
12798,72,24,2745.7799999999997,3
12799,8,33,2770.14,0
12800,4,29,3721.0299999999997,0
12801,19,29,2929.52,0
12802,11,37,3958.56,1
12803,4,33,3156.84,0
12804,15,31,2998.4,0
12805,10,38,4038.7,1
12806,1,33,2785.42,0
12807,97,28,3384.83,3
12808,27,40,4354.28,1
12809,46,31,2627.77,0
12810,17,39,4113.11,1
12811,14,27,2730.7999999999997,0
12812,13,31,3537.51,0
12813,21,21,2226.07,2
12814,22,24,2202.66,2
12815,6,35,4321.49,1
12816,0,26,3085.45,0
12817,1,25,2239.38,2
12818,8,31,2857.42,0
12819,53,27,2871.22,3
12820,18,33,3152.04,0
12821,71,29,3239.64,3
12822,14,31,3252.21,0
12823,10,34,3035.86,0
12824,29,32,3560.73,1
12825,2,22,2075.64,2
12826,10,29,2491.7,0
12827,2,25,2426.25,2
12828,27,31,3238.7200000000003,0
12829,4,32,3437.98,0
12830,25,33,2847.92,0
12831,19,37,3763.36,1
12832,28,37,2327.45,0
12833,23,21,2032.06,2
12834,57,25,2949.81,3
12835,26,33,3024.6,0
12836,17,31,3074.78,0
12837,31,24,1987.23,2
12838,3,35,3311.11,1
12839,13,38,3368.14,1
12840,39,39,3989.24,1
12841,11,31,2783.69,0
12842,22,26,2944.0,0
12843,27,35,3028.1,0
12844,35,27,2289.98,2
12845,28,36,3420.17,1
12846,2,29,2804.97,0
12847,11,31,2712.76,0
12848,1,29,2516.15,0
12849,1,31,3043.09,0
12850,10,34,2482.67,0
12851,14,29,2138.84,2
12852,31,29,2733.11,0
12853,27,41,3256.98,1
12854,3,34,3072.6,0
12855,6,32,2735.91,0
12856,3,35,2644.3900000000003,0
12857,7,37,3777.6400000000003,1
12858,47,40,3825.31,1
12859,8,25,2314.0,2
12860,34,26,2831.43,0
12861,3,31,2633.34,0
12862,0,26,2827.12,0
12863,20,38,3657.59,1
12864,12,26,2282.88,2
12865,2,34,4743.45,1
12866,27,36,3187.66,1
12867,22,38,3625.56,1
12868,27,37,4468.7699999999995,1
12869,35,32,2743.43,0
12870,29,28,3057.2400000000002,0
12871,0,34,2699.63,0
12872,1,30,3531.3,0
12873,3,30,3922.03,1
12874,16,31,3227.23,0
12875,49,25,2354.08,3
12876,17,30,3398.9700000000003,0
12877,41,25,1731.3700000000001,2
12878,45,31,2597.42,0
12879,2,31,3101.09,0
12880,22,21,2063.38,2
12881,30,29,2341.06,2
12882,75,31,2694.7799999999997,3
12883,32,33,3710.37,1
12884,59,32,3707.3900000000003,1
12885,49,18,1630.95,2
12886,71,31,2916.21,3
12887,25,20,2338.3,2
12888,11,32,2701.21,0
12889,3,38,3116.69,1
12890,2,33,3773.7400000000002,1
12891,26,28,2639.27,0
12892,6,30,3058.79,0
12893,41,26,2907.7,0
12894,13,32,3068.54,0
12895,5,30,3525.25,0
12896,8,28,3080.9100000000003,0
12897,12,27,2535.4900000000002,2
12898,1,18,1901.28,2
12899,34,39,3834.38,1
12900,9,31,2614.35,0
12901,56,20,1996.88,3
12902,52,26,2106.17,3
12903,3,39,4066.24,1
12904,19,41,3632.2000000000003,1
12905,14,29,2439.22,0
12906,8,33,2572.85,0
12907,19,34,2397.37,0
12908,80,29,2504.22,3
12909,6,27,2704.52,0
12910,11,35,3293.42,1
12911,24,34,3100.45,0
12912,29,40,3398.16,1
12913,25,30,2891.91,0
12914,7,28,2635.79,0
12915,1,34,3110.58,0
12916,46,33,2490.72,0
12917,14,38,3730.25,1
12918,27,36,4221.3,1
12919,3,31,3163.09,0
12920,84,24,2434.28,3
12921,51,28,2939.67,3
12922,0,25,2939.29,0
12923,14,33,3352.61,0
12924,17,30,3140.86,0
12925,20,35,3079.32,0
12926,24,32,3124.45,0
12927,42,29,2596.58,0
12928,40,35,3512.93,1
12929,42,43,4741.54,1
12930,16,28,2985.41,0
12931,28,34,4213.95,1
12932,20,38,4032.2,1
12933,5,28,2072.11,2
12934,14,35,2573.79,0
12935,5,25,2450.75,2
12936,51,27,2461.65,3
12937,29,30,3732.2400000000002,0
12938,10,25,2311.09,2
12939,58,28,2014.98,3
12940,40,28,2108.62,2
12941,4,27,2930.08,0
12942,3,40,4269.77,1
12943,33,26,2818.55,0
12944,21,33,3112.46,0
12945,12,26,2405.32,2
12946,0,23,2173.95,2
12947,12,24,2339.17,2
12948,5,28,3169.71,0
12949,23,21,1457.09,2
12950,6,33,2454.96,0
12951,1,28,2442.0099999999998,0
12952,39,19,1561.03,2
12953,15,28,3019.56,0
12954,49,30,3540.4700000000003,0
12955,3,31,3129.42,0
12956,1,33,2543.55,0
12957,1,30,2132.18,2
12958,48,32,3956.56,1
12959,0,46,5146.09,1
12960,6,26,2722.81,0
12961,13,28,2516.38,0
12962,28,35,4041.48,1
12963,3,29,2726.9900000000002,0
12964,6,28,1972.56,2
12965,6,29,2091.06,2
12966,45,35,3157.35,1
12967,13,35,3261.7599999999998,1
12968,63,27,3001.87,3
12969,34,23,2359.77,2
12970,15,30,2697.67,0
12971,30,39,3515.9900000000002,1
12972,94,20,1804.42,3
12973,32,33,3762.79,1
12974,14,34,2953.86,0
12975,10,30,2633.39,0
12976,26,26,2558.8,2
12977,0,28,2678.9900000000002,0
12978,8,29,3213.47,0
12979,3,31,2929.28,0
12980,10,28,3001.31,0
12981,51,24,2385.25,3
12982,1,33,3198.3599999999997,0
12983,53,29,2556.74,3
12984,6,30,2284.35,0
12985,13,27,2157.15,2
12986,5,25,3013.64,0
12987,20,32,3145.77,0
12988,67,16,1387.02,3
12989,1,36,3285.74,1
12990,14,25,1946.03,2
12991,1,36,3055.7200000000003,0
12992,29,35,3056.89,0
12993,22,33,2906.7,0
12994,24,34,3312.14,1
12995,8,31,3189.13,0
12996,17,26,2601.68,2
12997,18,36,2737.2200000000003,0
12998,2,31,3253.96,0
12999,25,36,3842.94,1
13000,3,32,3040.9900000000002,0
13001,9,31,3297.59,0
13002,7,24,2098.81,2
13003,2,33,2829.04,0
13004,15,28,2985.67,0
13005,3,22,1766.01,2
13006,18,29,2554.25,0
13007,2,34,3136.44,0
13008,12,39,2976.1299999999997,1
13009,9,44,4303.72,1
13010,7,34,3034.75,0
13011,39,35,3682.17,1
13012,5,26,2383.75,2
13013,16,27,2577.35,0
13014,41,32,2944.23,0
13015,21,32,3190.73,0
13016,22,28,2742.4500000000003,0
13017,4,28,2690.13,0
13018,40,23,2517.89,2
13019,36,36,3893.34,1
13020,26,39,3111.07,1
13021,43,34,2529.79,0
13022,39,28,3122.99,0
13023,86,29,2883.69,3
13024,34,27,3130.5299999999997,0
13025,25,25,2377.59,2
13026,10,29,2723.07,0
13027,2,42,3606.3599999999997,1
13028,30,27,3254.43,0
13029,7,34,2960.07,0
13030,11,40,3919.0099999999998,1
13031,5,34,3248.51,0
13032,5,31,3575.94,0
13033,55,27,3298.23,3
13034,16,32,3129.61,0
13035,6,30,2312.02,0
13036,72,31,3483.23,3
13037,4,18,1840.21,2
13038,30,29,2861.5499999999997,0
13039,5,31,3364.55,0
13040,12,31,3453.65,0
13041,41,30,2735.7799999999997,0
13042,5,34,3544.02,1
13043,27,33,3873.21,1
13044,36,34,4043.3,1
13045,15,35,3012.91,0
13046,7,37,3395.64,1
13047,1,31,2781.88,0
13048,17,29,2417.45,0
13049,17,25,2707.32,2
13050,40,25,1713.05,2
13051,44,25,2015.62,2
13052,21,31,2950.85,0
13053,71,20,2524.51,3
13054,6,30,2416.16,0
13055,9,32,2791.2000000000003,0
13056,0,19,1752.22,2
13057,6,39,3721.16,1
13058,34,30,2979.48,0
13059,10,28,2546.92,0
13060,25,20,2280.57,2
13061,7,43,4171.49,1
13062,12,27,2498.44,2
13063,29,31,2818.14,0
13064,11,33,3418.1,1
13065,46,32,2837.32,0
13066,18,34,3815.69,1
13067,15,25,2339.96,2
13068,26,32,3939.56,1
13069,43,38,4701.82,1
13070,18,27,2325.9900000000002,2
13071,10,27,2313.87,2
13072,6,32,3254.93,0
13073,3,28,2557.3,0
13074,39,31,3238.18,0
13075,2,31,2567.37,0
13076,1,33,3370.11,0
13077,26,36,3510.53,1
13078,32,34,3300.2400000000002,1
13079,1,28,2369.84,2
13080,40,42,4164.16,1
13081,6,30,3322.81,0
13082,2,34,2444.85,0
13083,45,25,1560.5700000000002,2
13084,29,25,2358.6,2
13085,11,38,4343.74,1
13086,4,32,3027.58,0
13087,38,24,2056.9,2
13088,10,25,2133.48,2
13089,35,42,3954.14,1
13090,157,10,849.73,3
13091,17,33,3887.85,1
13092,11,25,2672.86,2
13093,90,26,2554.39,3
13094,34,29,2876.68,0
13095,66,44,4242.4,1
13096,31,31,3027.13,0
13097,16,30,1864.8500000000001,2
13098,23,35,3640.79,1
13099,21,26,3300.73,0
13100,25,30,2910.65,0
13101,7,24,2187.07,2
13102,24,39,3592.48,1
13103,66,23,2154.88,3
13104,11,27,2030.3600000000001,2
13105,43,25,2124.3,2
13106,13,34,2606.23,0
13107,66,25,2254.88,3
13108,1,30,2754.29,0
13109,34,20,1773.35,2
13110,23,27,2140.53,2
13111,25,33,3051.02,0
13112,9,31,2861.81,0
13113,19,26,2734.41,0
13114,27,27,2906.09,0
13115,1,39,4126.54,1
13116,15,31,3252.75,0
13117,10,36,3284.96,1
13118,90,39,2817.63,3
13119,16,31,2741.28,0
13120,20,38,4114.89,1
13121,42,26,3061.98,0
13122,32,26,2189.2,2
13123,69,41,4229.84,1
13124,56,30,2649.7400000000002,3
13125,20,35,3049.2,0
13126,6,21,2009.83,2
13127,34,38,3825.18,1
13128,2,28,2730.64,0
13129,5,47,5011.17,1
13130,14,29,3472.55,0
13131,62,27,3009.18,3
13132,4,31,2483.54,0
13133,8,26,2942.44,0
13134,14,36,3405.91,1
13135,81,33,2430.85,3
13136,10,37,4751.94,1
13137,21,32,2223.24,0
13138,14,27,3230.86,0
13139,7,31,2549.09,0
13140,15,34,2676.75,0
13141,6,31,4107.72,1
13142,32,29,4247.58,1
13143,13,38,3989.17,1
13144,0,24,1809.04,2
13145,14,32,2709.45,0
13146,23,19,1880.6999999999998,2
13147,5,33,3493.96,1
13148,37,26,2099.83,2
13149,0,38,3495.91,1
13150,53,26,2405.55,3
13151,2,26,3051.7,0
13152,30,32,3270.8,0
13153,14,33,2460.55,0
13154,2,34,3686.2599999999998,1
13155,59,25,1797.26,3
13156,7,45,3644.67,1
13157,32,28,2039.1599999999999,2
13158,26,26,2231.73,2
13159,2,26,2597.28,2
13160,2,24,2326.53,2
13161,3,34,4207.59,1
13162,23,31,3025.0299999999997,0
13163,87,24,1704.75,3
13164,17,21,2173.96,2
13165,43,29,2593.8199999999997,0
13166,4,22,1766.66,2
13167,61,32,2393.62,3
13168,14,34,3291.42,1
13169,3,26,2869.01,0
13170,4,22,2509.28,2
13171,1,23,1555.47,2
13172,48,18,1376.53,2
13173,8,32,4009.69,1
13174,20,21,1782.85,2
13175,17,31,2073.7400000000002,0
13176,9,31,2799.35,0
13177,10,31,3432.92,0
13178,21,34,4091.6,1
13179,59,32,2903.0299999999997,3
13180,2,19,1929.82,2
13181,17,29,2843.35,0
13182,4,35,3063.48,0
13183,135,34,4097.48,3
13184,4,37,3408.11,1
13185,8,32,3603.11,1
13186,2,34,3216.35,0
13187,16,35,3062.72,0
13188,56,20,1693.56,2
13189,8,31,2904.2,0
13190,12,30,3750.36,0
13191,5,25,2271.24,2
13192,8,27,3076.6,0
13193,11,36,3109.67,1
13194,10,33,3438.09,1
13195,12,33,3559.38,1
13196,3,36,4984.84,1
13197,8,25,2558.7,2
13198,2,38,3173.96,1
13199,13,31,3145.42,0
13200,3,29,3594.34,0
13201,41,25,2143.73,2
13202,56,45,3329.02,1
13203,1,35,4174.22,1
13204,42,24,1674.1000000000001,2
13205,9,27,2400.33,2
13206,2,29,3125.02,0
13207,28,34,2425.71,0
13208,8,32,2831.85,0
13209,9,33,3574.25,1
13210,29,40,4285.92,1
13211,2,31,3365.85,0
13212,5,24,1663.6299999999999,2
13213,25,33,3539.52,1
13214,7,26,2779.96,0
13215,29,30,2629.6,0
13216,2,30,3540.06,0
13217,25,35,3120.3,0
13218,1,39,4033.36,1
13219,62,26,2344.17,3
13220,8,28,3458.2000000000003,0
13221,6,31,3041.21,0
13222,20,24,2255.22,2
13223,55,30,2433.87,3
13224,9,32,3378.86,0
13225,35,24,2308.32,2
13226,7,33,2767.87,0
13227,35,36,4672.73,1
13228,5,27,2013.54,2
13229,93,28,2369.62,3
13230,28,27,2356.23,2
13231,13,35,3616.5,1
13232,0,24,2151.74,2
13233,31,37,4083.45,1
13234,60,33,3018.31,3
13235,6,20,1391.81,2
13236,23,26,1911.27,2
13237,71,33,3099.67,3
13238,22,24,2745.15,2
13239,1,32,3565.78,1
13240,7,33,3427.2200000000003,1
13241,0,32,3118.78,0
13242,0,33,3586.28,1
13243,39,25,2073.81,2
13244,10,29,2188.76,2
13245,4,27,2752.4500000000003,0
13246,76,30,3819.77,3
13247,20,38,3214.84,1
13248,3,29,2560.82,0
13249,4,28,2843.65,0
13250,13,33,3447.79,1
13251,41,28,2519.67,0
13252,34,38,4023.04,1
13253,16,24,2454.2799999999997,2
13254,21,32,2750.24,0
13255,151,28,2159.59,3
13256,10,29,2878.79,0
13257,0,35,3825.27,1
13258,35,25,2484.7999999999997,2
13259,18,37,4132.69,1
13260,13,23,2392.8,2
13261,30,24,2768.04,2
13262,18,29,3548.4,0
13263,78,23,2313.74,3
13264,25,27,2911.2999999999997,0
13265,70,35,3620.59,3
13266,53,28,2345.19,3
13267,54,24,2055.2,3
13268,42,31,3342.11,0
13269,37,28,2530.76,0
13270,40,36,3712.71,1
13271,33,40,3869.82,1
13272,0,34,4074.06,1
13273,15,31,3627.8,0
13274,38,26,2154.96,2
13275,41,26,2316.04,2
13276,42,27,2506.9700000000003,2
13277,15,26,2425.35,2
13278,3,25,2776.31,2
13279,120,27,2425.02,3
13280,1,34,3026.71,0
13281,33,28,3078.2799999999997,0
13282,19,29,2700.4500000000003,0
13283,1,29,2852.54,0
13284,3,30,3496.35,0
13285,4,25,2120.43,2
13286,60,35,3288.07,3
13287,0,33,2934.47,0
13288,20,38,2948.69,1
13289,52,30,2154.86,3
13290,35,31,3008.3199999999997,0
13291,94,29,2491.65,3
13292,3,30,2311.1,0
13293,56,31,2372.21,3
13294,30,38,2941.96,1
13295,3,30,2543.84,0
13296,63,40,3893.5,1
13297,24,42,4184.35,1
13298,1,34,2763.51,0
13299,5,36,3127.38,1
13300,29,25,2485.26,2
13301,11,26,2109.9,2
13302,21,40,3813.46,1
13303,3,34,3433.32,1
13304,20,25,2994.43,0
13305,19,28,2291.0,2
13306,0,33,2875.11,0
13307,4,25,2812.37,0
13308,12,32,2972.27,0
13309,6,24,2072.34,2
